ANTHROP 2B03 - Contemporary Indigenous Knowledge and Societies,ANTHROP,2B03,Th,8:30 AM,9:20 AM,KTH B132,Emily Cowall
ANTHROP 2B03 - Contemporary Indigenous Knowledge and Societies,ANTHROP,2B03,Fr,8:30 AM,9:20 AM,KTH B132,Emily Cowall
ANTHROP 2D03 - DNA Meets Anthropology,ANTHROP,2D03,Mo,10:30 AM,11:20 AM,KTH B132,Hendrik Poinar
ANTHROP 2D03 - DNA Meets Anthropology,ANTHROP,2D03,We,10:30 AM,11:20 AM,KTH B132,Hendrik Poinar
ANTHROP 2D03 - DNA Meets Anthropology,ANTHROP,2D03,Th,10:30 AM,11:20 AM,KTH B132,Hendrik Poinar
ANTHROP 2E03 - Introduction to Biological Anthropology,ANTHROP,2E03,Mo,16:30 PM,17:20 PM,BSB B135,Andrew Wade
ANTHROP 2E03 - Introduction to Biological Anthropology,ANTHROP,2E03,Th,16:30 PM,17:20 PM,BSB B135,Andrew Wade
ANTHROP 2F03 - Cultural Anthropology,ANTHROP,2F03,Mo,9:30 AM,10:20 AM,MDCL 1105,Andrew Gilbert
ANTHROP 2F03 - Cultural Anthropology,ANTHROP,2F03,Th,9:30 AM,10:20 AM,MDCL 1105,Andrew Gilbert
ANTHROP 2G03 - Readings in Indo-European Myth,ANTHROP,2G03,Tu,14:30 PM,15:20 PM,TSH B128,John Colarusso
ANTHROP 2G03 - Readings in Indo-European Myth,ANTHROP,2G03,Th,14:30 PM,15:20 PM,TSH B128,John Colarusso
ANTHROP 2G03 - Readings in Indo-European Myth,ANTHROP,2G03,Fr,14:30 PM,15:20 PM,TSH B128,John Colarusso
ANTHROP 2PA3 - Introduction to Anthropological Archaeology,ANTHROP,2PA3,Tu,15:30 PM,16:20 PM,HH 109,Andrew Roddick
ANTHROP 2PA3 - Introduction to Anthropological Archaeology,ANTHROP,2PA3,Fr,15:30 PM,16:20 PM,HH 109,Andrew Roddick
ANTHROP 2WA3 - World Archaeology,ANTHROP,2WA3,Mo,19:0 PM,21:0 PM,DSB AB102,Tristan Carter
ANTHROP 3AR3 - Culture and Religion,ANTHROP,3AR3,Mo,11:30 AM,14:20 PM,KTH B105,Celia Elaine Rothenberg
ANTHROP 3AS3 - Archaeology and Society,ANTHROP,3AS3,Tu,12:30 PM,13:20 PM,KTH B122,Shanti Morell-Hart
ANTHROP 3AS3 - Archaeology and Society,ANTHROP,3AS3,Fr,12:30 PM,14:20 PM,KTH B122,Shanti Morell-Hart
ANTHROP 3C03 - Health and Environment: Anthropological Approaches,ANTHROP,3C03,Mo,10:30 AM,11:20 AM,KTH B124,Emily Cowall
ANTHROP 3C03 - Health and Environment: Anthropological Approaches,ANTHROP,3C03,We,10:30 AM,11:20 AM,KTH B124,Emily Cowall
ANTHROP 3C03 - Health and Environment: Anthropological Approaches,ANTHROP,3C03,Th,10:30 AM,11:20 AM,KTH B124,Emily Cowall
ANTHROP 3CA3 - Ceramic Analysis,ANTHROP,3CA3,Th,9:30 AM,11:20 AM,KTH B122,Andrew Roddick
ANTHROP 3DD3 - Archaeology of Death,ANTHROP,3DD3,We,8:30 AM,10:20 AM,BSB B155,Aubrey Dey Cannon
ANTHROP 3DD3 - Archaeology of Death,ANTHROP,3DD3,Fr,8:30 AM,9:20 AM,BSB B155,Aubrey Dey Cannon
ANTHROP 3F03 - Anthropology and the 'Other',ANTHROP,3F03,Mo,11:30 AM,14:20 PM,BSB B154,Kee Howe Yong
Independent Study,ANTHROP,False,We,11:30 AM,14:20 PM,KTH B122,Shanti Morell-Hart
ANTHROP 3K03 - Archaeological Interpretation,ANTHROP,3K03,Mo,12:30 PM,13:20 PM,CNH B107,Karen Mcgarry
ANTHROP 3K03 - Archaeological Interpretation,ANTHROP,3K03,Tu,13:30 PM,14:20 PM,CNH B107,Karen Mcgarry
ANTHROP 3K03 - Archaeological Interpretation,ANTHROP,3K03,Th,12:30 PM,13:20 PM,CNH B107,Karen Mcgarry
ANTHROP 3PD3 - Anthropological Perspectives and Debates,ANTHROP,3PD3,We,14:30 PM,17:20 PM,BSB B154,Kee Howe Yong
ANTHROP 4CP3 - Cultural Politics of Food and Eating,ANTHROP,4CP3,Th,19:0 PM,22:0 PM,KTH 105,Rebecca Plett
"ANTHROP 4D03 - Practicing Anthropology: Ethics, Theory, Engagement",ANTHROP,4D03,Tu,11:30 AM,14:20 PM,KTH B102,Aubrey Dey Cannon
ANTHROP 4GG3 - Independent Research II,ANTHROP,4GG3,Tu,14:30 PM,17:20 PM,CNH 407,Tracy Prowse
BIOCHEM 2B03 - Nucleic Acid Structure and Function,BIOCHEM,2B03,Mo,8:30 AM,9:20 AM,KTH B135,"Karun Singh, Kristin Hope"
BIOCHEM 2B03 - Nucleic Acid Structure and Function,BIOCHEM,2B03,We,8:30 AM,9:20 AM,KTH B135,"Karun Singh, Kristin Hope"
BIOCHEM 2B03 - Nucleic Acid Structure and Function,BIOCHEM,2B03,Fr,10:30 AM,11:20 AM,KTH B135,"Karun Singh, Kristin Hope"
BIOCHEM 2L06A - Inquiry in Biochemical Techniques,BIOCHEM,2L06A,Mo,11:30 AM,12:20 PM,MDCL 1309,Felicia Vulcu
BIOCHEM 2L06A - Inquiry in Biochemical Techniques,BIOCHEM,2L06A,We,11:30 AM,12:20 PM,MDCL 1309,Felicia Vulcu
BIOCHEM 2L06A - Inquiry in Biochemical Techniques,BIOCHEM,2L06A,We,13:30 PM,17:30 PM,HSC 1H1-8,Felicia Vulcu
BIOCHEM 2L06A - Inquiry in Biochemical Techniques,BIOCHEM,2L06A,Th,13:30 PM,17:30 PM,HSC 1H1-8,Felicia Vulcu
BIOCHEM 2L06A - Inquiry in Biochemical Techniques,BIOCHEM,2L06A,Fr,13:30 PM,17:30 PM,HSC 1H1-8,Felicia Vulcu
BIOCHEM 3BP3 - Practical Bioinformatics in the Genomics Era,BIOCHEM,3BP3,Mo,11:30 AM,13:20 PM,KTH B123,Andrew McArthur
BIOCHEM 3BP3 - Practical Bioinformatics in the Genomics Era,BIOCHEM,3BP3,We,11:30 AM,12:20 PM,KTH B123,Andrew McArthur
BIOCHEM 3BP3 - Practical Bioinformatics in the Genomics Era,BIOCHEM,3BP3,We,9:30 AM,11:20 AM,KTH B123,Andrew McArthur
BIOCHEM 3D03 - Metabolism and Regulation,BIOCHEM,3D03,Mo,15:30 PM,16:20 PM,LRW B1007,Michelle Lynn MacDonald
BIOCHEM 3D03 - Metabolism and Regulation,BIOCHEM,3D03,Tu,16:30 PM,17:20 PM,LRW B1007,Michelle Lynn MacDonald
BIOCHEM 3D03 - Metabolism and Regulation,BIOCHEM,3D03,Th,15:30 PM,16:20 PM,LRW B1007,Michelle Lynn MacDonald
BIOCHEM 3G03 - Proteins and Nucleic Acids,BIOCHEM,3G03,Tu,11:30 AM,12:20 PM,TSH 120,Daniel Shun Chung Yang
BIOCHEM 3G03 - Proteins and Nucleic Acids,BIOCHEM,3G03,Th,11:30 AM,12:20 PM,TSH 120,Daniel Shun Chung Yang
BIOCHEM 3G03 - Proteins and Nucleic Acids,BIOCHEM,3G03,Fr,11:30 AM,12:20 PM,TSH 120,Daniel Shun Chung Yang
BIOCHEM 3X03 - Structure and Function of Macromolecules,BIOCHEM,3X03,Mo,10:30 AM,11:20 AM,HSC 1A4,"Alba Guarne, Joaquin Ramon Ortega"
BIOCHEM 3X03 - Structure and Function of Macromolecules,BIOCHEM,3X03,We,10:30 AM,11:20 AM,HSC 1A4,"Alba Guarne, Joaquin Ramon Ortega"
BIOCHEM 3X03 - Structure and Function of Macromolecules,BIOCHEM,3X03,Th,10:30 AM,11:20 AM,HSC 1A4,"Alba Guarne, Joaquin Ramon Ortega"
BIOCHEM 4E03 - Gene Regulation in Stem Cells and Development,BIOCHEM,4E03,Mo,8:30 AM,9:20 AM,HH 302,"Bradley Doble, Jonathan Draper, Kristin Hope, Mick Bhatia, Sheila Singh"
BIOCHEM 4E03 - Gene Regulation in Stem Cells and Development,BIOCHEM,4E03,We,8:30 AM,9:20 AM,HH 302,"Bradley Doble, Jonathan Draper, Kristin Hope, Mick Bhatia, Sheila Singh"
BIOCHEM 4E03 - Gene Regulation in Stem Cells and Development,BIOCHEM,4E03,Fr,10:30 AM,11:20 AM,HH 302,"Bradley Doble, Jonathan Draper, Mick Bhatia, Sheila Singh"
BIOCHEM 4Q03 - Biochemical Pharmacology,BIOCHEM,4Q03,Mo,15:30 PM,16:20 PM,BSB 119,Radhey Shyam Gupta
BIOCHEM 4Q03 - Biochemical Pharmacology,BIOCHEM,4Q03,Tu,16:30 PM,17:20 PM,BSB 119,Radhey Shyam Gupta
BIOCHEM 4Q03 - Biochemical Pharmacology,BIOCHEM,4Q03,Th,15:30 PM,16:20 PM,BSB 119,Radhey Shyam Gupta
BIOCHEM 4S03 - Introduction to Molecular Biophysics,BIOCHEM,4S03,Tu,9:30 AM,10:20 AM,BSB 104,Paul Higgs
BIOCHEM 4S03 - Introduction to Molecular Biophysics,BIOCHEM,4S03,We,9:30 AM,10:20 AM,BSB 104,Paul Higgs
BIOCHEM 4S03 - Introduction to Molecular Biophysics,BIOCHEM,4S03,Fr,9:30 AM,10:20 AM,BSB 104,Paul Higgs
BIOMEDDC 3A03 - Road to Biomedical Discovery,BIOMEDDC,3A03,We,14:30 PM,17:20 PM,BSB 105,Gerard Wright
BIOMEDDC 3B06A - Drug Discovery and Development,BIOMEDDC,3B06A,Fr,8:30 AM,11:20 AM,MDCL 1009,"Felicia Vulcu, Matthew S Miller, Ray Truant, Yingfu Li"
BIOMEDDC 3C09A - Research Skills Laboratory and Inquiry,BIOMEDDC,3C09A,Mo,13:30 PM,16:20 PM,HSC 1H1-8,Felicia Vulcu
BIOMEDDC 3C09A - Research Skills Laboratory and Inquiry,BIOMEDDC,3C09A,Tu,13:30 PM,16:20 PM,HSC 1H1-8,Felicia Vulcu
BIOMEDDC 3C09A - Research Skills Laboratory and Inquiry,BIOMEDDC,3C09A,Tu,8:30 AM,10:20 AM,BSB 138,Felicia Vulcu
BIOMEDDC 4A15A - Senior Research Thesis,BIOMEDDC,4A15A,Mo,9:30 AM,10:20 AM,LS B130E,Eric Brown
BIOPHYS 1S03 - Biophysics of Movement and the Senses: From Microbes to Moose,BIOPHYS,1S03,Mo,13:30 PM,14:20 PM,HH 109,Nikola Miladinovic
BIOPHYS 1S03 - Biophysics of Movement and the Senses: From Microbes to Moose,BIOPHYS,1S03,We,13:30 PM,14:20 PM,HH 109,Nikola Miladinovic
BIOPHYS 1S03 - Biophysics of Movement and the Senses: From Microbes to Moose,BIOPHYS,1S03,Th,13:30 PM,14:20 PM,HH 109,Nikola Miladinovic
BIOPHYS 2A03 - Biophysics of the Cell and Living Organisms,BIOPHYS,2A03,Tu,12:30 PM,13:20 PM,BSB 117A,"Duncan O'dell, Paul Higgs"
BIOPHYS 2A03 - Biophysics of the Cell and Living Organisms,BIOPHYS,2A03,We,12:30 PM,13:20 PM,BSB 117A,"Duncan O'dell, Paul Higgs"
BIOPHYS 2A03 - Biophysics of the Cell and Living Organisms,BIOPHYS,2A03,Fr,12:30 PM,13:20 PM,BSB 117A,"Duncan O'dell, Paul Higgs"
BIOPHYS 3S03 - Soft Condensed Matter Physics,BIOPHYS,3S03,Mo,13:30 PM,14:20 PM,BSB 105,Kari Dalnoki-veress
BIOPHYS 3S03 - Soft Condensed Matter Physics,BIOPHYS,3S03,We,13:30 PM,14:20 PM,BSB 105,Kari Dalnoki-veress
BIOPHYS 3S03 - Soft Condensed Matter Physics,BIOPHYS,3S03,Th,13:30 PM,14:20 PM,BSB 105,Kari Dalnoki-veress
BIOPHYS 4S03 - Introduction to Molecular Biophysics,BIOPHYS,4S03,Tu,9:30 AM,10:20 AM,BSB 104,Paul Higgs
BIOPHYS 4S03 - Introduction to Molecular Biophysics,BIOPHYS,4S03,We,9:30 AM,10:20 AM,BSB 104,Paul Higgs
BIOPHYS 4S03 - Introduction to Molecular Biophysics,BIOPHYS,4S03,Fr,9:30 AM,10:20 AM,BSB 104,Paul Higgs
ARTSSCI 1A06A - Practices Of Knowledge,ARTSSCI,1A06A,Tu,14:30 PM,15:20 PM,KTH B132,Mark Busser
ARTSSCI 1A06A - Practices Of Knowledge,ARTSSCI,1A06A,Fr,14:30 PM,15:20 PM,KTH B132,Mark Busser
ARTSSCI 1B03 - Writing,ARTSSCI,1B03,We,11:30 AM,13:20 PM,BSB 136,Matthew Grellette
ARTSSCI 1B03 - Writing,ARTSSCI,1B03,Fr,13:30 PM,14:20 PM,BSB 136,Matthew Grellette
ARTSSCI 1C06A - Inquiry,ARTSSCI,1C06A,Mo,12:30 PM,14:20 PM,TSH B106,"Elizabeth Marquis, Mathew Savelli"
ARTSSCI 1C06A - Inquiry,ARTSSCI,1C06A,Th,12:30 PM,13:20 PM,TSH B106,"Elizabeth Marquis, Mathew Savelli"
ARTSSCI 1D06A - Calculus,ARTSSCI,1D06A,Mo,9:30 AM,10:20 AM,BSB 106,Matthew Anthony Valeriote
ARTSSCI 1D06A - Calculus,ARTSSCI,1D06A,Tu,10:30 AM,11:20 AM,BSB 106,Matthew Anthony Valeriote
ARTSSCI 1D06A - Calculus,ARTSSCI,1D06A,Tu,8:30 AM,9:20 AM,BSB 137,Matthew Anthony Valeriote
ARTSSCI 1D06A - Calculus,ARTSSCI,1D06A,Th,9:30 AM,10:20 AM,BSB 106,Matthew Anthony Valeriote
ARTSSCI 2A06A - Social and Political Thought,ARTSSCI,2A06A,Mo,14:30 PM,17:20 PM,BSB 108,David Leonard Clark
ARTSSCI 2D06A - Physics,ARTSSCI,2D06A,Mo,11:30 AM,12:20 PM,ABB 271,Alan Chen
ARTSSCI 2D06A - Physics,ARTSSCI,2D06A,We,11:30 AM,12:20 PM,ABB 271,Alan Chen
ARTSSCI 2D06A - Physics,ARTSSCI,2D06A,Fr,13:30 PM,14:20 PM,ABB 271,Alan Chen
ARTSSCI 2E03 - Economics: Principles and Policy,ARTSSCI,2E03,Tu,16:30 PM,18:20 PM,MDCL 1110,William Scarth
ARTSSCI 2E03 - Economics: Principles and Policy,ARTSSCI,2E03,Th,12:30 PM,14:20 PM,CNH 106,William Scarth
ARTSSCI 3A06A - Literature,ARTSSCI,3A06A,We,9:30 AM,11:20 AM,KTH B105,Jean Wilson
ARTSSCI 3B03 - Technology and Society I,ARTSSCI,3B03,Tu,8:30 AM,10:20 AM,MDCL 1010,Elizabeth Marquis
ARTSSCI 3B03 - Technology and Society I,ARTSSCI,3B03,Th,8:30 AM,9:20 AM,MDCL 1010,Elizabeth Marquis
"ARTSSCI 3CL3 - Theatre, Self, and Social Development",ARTSSCI,3CL3,We,14:30 PM,17:20 PM,KTH B107,Hartley Jafine
Electronics Part I,ARTSSCI,False,Tu,11:30 AM,12:20 PM,KTH B124,Joseph Larose
Electronics Part I,ARTSSCI,False,Fr,11:30 AM,12:20 PM,KTH B124,Joseph Larose
ARTSSCI 4A09A - Individual Study,ARTSSCI,4A09A,Th,11:30 AM,14:30 PM,BSB 238,"David Sandomierski, Sven Poysa"
ARTSSCI 4C06A - Thesis,ARTSSCI,4C06A,Mo,11:30 AM,14:20 PM,BSB B142,Anton Piatigorsky
ARTSSCI 4C09A - Thesis,ARTSSCI,4C09A,Fr,14:30 PM,17:20 PM,UH 101,Louis Irving Greenspan
ARTSSCI 4C12A - Thesis,ARTSSCI,4C12A,Tu,11:30 AM,14:20 PM,BSB 238,Kristin Patterson
AUTOTECH 2AE3 - Design of Machine Elements,AUTOTECH,2AE3,Tu,11:30 AM,13:30 PM,ETB 237,Peter Basl
AUTOTECH 2AE3 - Design of Machine Elements,AUTOTECH,2AE3,Tu,9:30 AM,11:30 AM,ETB 227,Peter Basl
AUTOTECH 2AE3 - Design of Machine Elements,AUTOTECH,2AE3,Th,11:30 AM,14:20 PM,MARC 155,George Apostol
AUTOTECH 2AE3 - Design of Machine Elements,AUTOTECH,2AE3,Th,14:30 PM,17:20 PM,MARC 155,George Apostol
AUTOTECH 2AE3 - Design of Machine Elements,AUTOTECH,2AE3,Th,17:30 PM,20:30 PM,MARC 155,George Apostol
AUTOTECH 2AE3 - Design of Machine Elements,AUTOTECH,2AE3,Th,8:30 AM,11:20 AM,MARC 155,Bob Brown
AUTOTECH 2AE3 - Design of Machine Elements,AUTOTECH,2AE3,Fr,10:30 AM,11:30 AM,ETB 227,Peter Basl
AUTOTECH 2AE3 - Design of Machine Elements,AUTOTECH,2AE3,Fr,9:30 AM,10:30 AM,ETB 227,Peter Basl
AUTOTECH 2CD3 - Computer Aided Design,AUTOTECH,2CD3,Mo,11:30 AM,14:20 PM,MARC 269,Lucian Balan
AUTOTECH 2CD3 - Computer Aided Design,AUTOTECH,2CD3,Mo,14:30 PM,17:20 PM,MARC 269,Lucian Balan
AUTOTECH 2CD3 - Computer Aided Design,AUTOTECH,2CD3,Mo,8:30 AM,11:20 AM,MARC 269,Lucian Balan
AUTOTECH 2MT3 - Structure and Properties of Materials,AUTOTECH,2MT3,We,13:30 PM,14:30 PM,MARC 266,Doris Clayton
AUTOTECH 2MT3 - Structure and Properties of Materials,AUTOTECH,2MT3,Th,11:0 AM,14:0 PM,Mohawk Campus,Moein Mehrtash
AUTOTECH 2MT3 - Structure and Properties of Materials,AUTOTECH,2MT3,Th,14:0 PM,17:0 PM,Mohawk Campus,Moein Mehrtash
AUTOTECH 2MT3 - Structure and Properties of Materials,AUTOTECH,2MT3,Th,17:0 PM,20:0 PM,Mohawk Campus,Pedro Tondo
AUTOTECH 2MT3 - Structure and Properties of Materials,AUTOTECH,2MT3,Th,8:0 AM,11:0 AM,Mohawk Campus,Doris Clayton
AUTOTECH 2MT3 - Structure and Properties of Materials,AUTOTECH,2MT3,Fr,11:30 AM,13:30 PM,JHE 326H,Doris Clayton
AUTOTECH 3AE3 - Automotive Engineering Technology,AUTOTECH,3AE3,Tu,8:30 AM,10:30 AM,MARC 266,Sherif Abdou
AUTOTECH 3AE3 - Automotive Engineering Technology,AUTOTECH,3AE3,We,14:30 PM,15:30 PM,MARC 266,Sherif Abdou
AUTOTECH 3AE3 - Automotive Engineering Technology,AUTOTECH,3AE3,We,16:30 PM,18:30 PM,MARC 155,George Apostol
AUTOTECH 3AE3 - Automotive Engineering Technology,AUTOTECH,3AE3,Fr,10:30 AM,12:20 PM,MARC 155,George Apostol
AUTOTECH 3AE3 - Automotive Engineering Technology,AUTOTECH,3AE3,Fr,12:30 PM,14:20 PM,MARC 155,George Apostol
AUTOTECH 3AE3 - Automotive Engineering Technology,AUTOTECH,3AE3,Fr,8:30 AM,10:20 AM,MARC 155,George Apostol
AUTOTECH 3AV3 - Electric and Hybrid Vehicles,AUTOTECH,3AV3,Mo,13:30 PM,15:30 PM,MARC 266,Hao Ge
AUTOTECH 3AV3 - Electric and Hybrid Vehicles,AUTOTECH,3AV3,Mo,15:30 PM,18:20 PM,MARC 155,George Apostol
AUTOTECH 3AV3 - Electric and Hybrid Vehicles,AUTOTECH,3AV3,Mo,8:30 AM,11:30 AM,MARC 155,George Apostol
AUTOTECH 3AV3 - Electric and Hybrid Vehicles,AUTOTECH,3AV3,Mo,8:30 AM,11:30 AM,SEE CLASS NOTES,George Apostol
AUTOTECH 3AV3 - Electric and Hybrid Vehicles,AUTOTECH,3AV3,Th,10:30 AM,11:30 AM,MARC 266,Hao Ge
AUTOTECH 3CT3 - Control Theory,AUTOTECH,3CT3,Mo,11:30 AM,14:20 PM,ETB B103,Ahmed Fakhr
AUTOTECH 3CT3 - Control Theory,AUTOTECH,3CT3,Mo,14:30 PM,17:20 PM,ETB B103,Hamedhossein Afshari
AUTOTECH 3CT3 - Control Theory,AUTOTECH,3CT3,Mo,17:30 PM,20:30 PM,ETB B103,Hamedhossein Afshari
AUTOTECH 3CT3 - Control Theory,AUTOTECH,3CT3,Mo,8:30 AM,11:20 AM,ETB B103,Ahmed Fakhr
AUTOTECH 3CT3 - Control Theory,AUTOTECH,3CT3,Tu,10:30 AM,12:30 PM,MARC 266,Ka Ming (timber) Yuen
AUTOTECH 3CT3 - Control Theory,AUTOTECH,3CT3,Fr,14:30 PM,15:20 PM,MARC 266,Ka Ming (timber) Yuen
AUTOTECH 3MP3 - Manufacturing Processes and Systems,AUTOTECH,3MP3,Mo,11:30 AM,12:20 PM,MARC 266,Patrick Hale
AUTOTECH 3MP3 - Manufacturing Processes and Systems,AUTOTECH,3MP3,Th,11:30 AM,13:30 PM,MARC 266,Patrick Hale
AUTOTECH 3MP3 - Manufacturing Processes and Systems,AUTOTECH,3MP3,Th,13:30 PM,15:30 PM,MARC 269,Patrick Hale
AUTOTECH 3MP3 - Manufacturing Processes and Systems,AUTOTECH,3MP3,Th,15:30 PM,17:30 PM,MARC 269,Patrick Hale
AUTOTECH 3MP3 - Manufacturing Processes and Systems,AUTOTECH,3MP3,Th,8:30 AM,10:20 AM,MARC 269,Patrick Hale
AUTOTECH 3MV3 - Mechatronics,AUTOTECH,3MV3,Tu,9:30 AM,10:20 AM,BSB 136,Lucian Balan
AUTOTECH 3MV3 - Mechatronics,AUTOTECH,3MV3,We,8:30 AM,10:30 AM,MARC 266,Lucian Balan
AUTOTECH 3MV3 - Mechatronics,AUTOTECH,3MV3,Fr,12:30 PM,15:30 PM,ETB B103,Ahmed Fakhr
